Age,Gender,Time_Spent,Product_Category,Number_of_Items_Viewed,Device_Used,Purchased
19,Female,35,Electronics,8,Tablet,0
54,Male,35,Clothing,2,Desktop,0
19,Female,7,Books,10,Mobile,1
52,Male,17,Books,4,Desktop,0
20,Male,10,Clothing,6,Tablet,0
48,Male,36,Books,4,Mobile,1
29,Female,16,Clothing,2,Mobile,0
39,Female,33,Books,15,Desktop,0
53,Female,14,Books,13,Mobile,0
52,Female,12,Electronics,5,Mobile,1
55,Female,49,Books,15,Desktop,1
44,Male,34,Electronics,12,Tablet,0
21,Female,43,Electronics,17,Tablet,1
49,Male,25,Electronics,13,Tablet,1
41,Male,33,Electronics,17,Tablet,1
42,Female,27,Clothing,16,Mobile,1
49,Female,42,Clothing,12,Desktop,0
62,Female,27,Books,7,Tablet,1
32,Female,15,Electronics,8,Mobile,1
34,Female,27,Books,17,Tablet,0
45,Female,26,Electronics,12,Desktop,0
57,Male,7,Electronics,18,Mobile,1
35,Female,9,Electronics,11,Mobile,1
47,Female,40,Electronics,12,Mobile,1
49,Female,49,Electronics,6,Desktop,1
37,Male,24,Clothing,5,Desktop,0
32,Female,48,Clothing,10,Mobile,1
22,Male,38,Electronics,16,Mobile,0
30,Female,29,Books,3,Tablet,0
62,Male,17,Clothing,8,Mobile,0
53,Male,37,Electronics,4,Mobile,1
49,Female,18,Clothing,16,Desktop,0
57,Female,36,Books,13,Mobile,0
60,Female,20,Clothing,9,Desktop,1
58,Female,32,Electronics,15,Mobile,0
21,Female,12,Electronics,5,Desktop,1
21,Male,7,Books,3,Mobile,1
55,Female,27,Electronics,7,Tablet,0
41,Male,42,Books,10,Tablet,0
64,Female,49,Clothing,13,Tablet,1
19,Male,10,Electronics,6,Tablet,1
38,Male,25,Electronics,19,Mobile,0
63,Female,48,Books,12,Tablet,1
57,Male,33,Clothing,9,Tablet,1
43,Male,23,Clothing,2,Mobile,0
61,Female,13,Electronics,12,Mobile,0
59,Male,43,Clothing,14,Mobile,0
39,Male,18,Clothing,16,Mobile,1
44,Male,33,Books,13,Tablet,1
28,Female,32,Electronics,11,Mobile,0
26,Male,29,Clothing,9,Tablet,0
24,Male,26,Electronics,2,Mobile,1
56,Male,35,Books,1,Tablet,1
53,Male,27,Electronics,5,Desktop,1
20,Female,37,Clothing,12,Tablet,0
24,Female,7,Electronics,7,Tablet,0
54,Male,41,Clothing,10,Tablet,1
46,Male,34,Clothing,14,Tablet,0
50,Female,19,Electronics,18,Mobile,0
18,Female,34,Electronics,5,Tablet,0
31,Male,10,Books,6,Mobile,1
44,Female,11,Books,15,Mobile,0
19,Female,16,Clothing,13,Mobile,1
32,Male,42,Electronics,10,Mobile,0
48,Male,15,Electronics,15,Mobile,0
29,Male,47,Electronics,18,Tablet,1
32,Female,15,Books,15,Tablet,0
50,Female,39,Clothing,15,Desktop,1
41,Female,39,Clothing,6,Tablet,1
41,Male,36,Clothing,2,Tablet,1
35,Male,28,Electronics,4,Tablet,1
30,Female,23,Clothing,19,Tablet,0
35,Male,41,Books,6,Desktop,1
25,Female,29,Electronics,4,Desktop,0
51,Female,27,Clothing,6,Desktop,0
56,Male,22,Clothing,9,Tablet,1
46,Female,9,Electronics,19,Desktop,1
40,Female,31,Clothing,19,Mobile,0
63,Female,6,Books,5,Desktop,1
50,Female,34,Clothing,6,Mobile,0
29,Female,34,Books,8,Desktop,0
57,Female,49,Electronics,13,Desktop,0
26,Female,34,Electronics,2,Mobile,0
64,Male,38,Clothing,6,Tablet,0
49,Male,44,Electronics,3,Tablet,1
57,Female,34,Books,12,Mobile,0
49,Female,27,Books,4,Mobile,0
19,Female,6,Books,10,Desktop,0
19,Male,45,Books,15,Desktop,0
46,Female,23,Electronics,7,Desktop,0
43,Male,37,Electronics,17,Desktop,0
27,Female,21,Clothing,8,Mobile,1
27,Female,40,Books,8,Tablet,1
26,Male,17,Electronics,9,Desktop,1
22,Female,34,Books,7,Desktop,1
21,Male,30,Clothing,5,Mobile,1
54,Female,24,Books,1,Mobile,1
22,Female,10,Clothing,17,Tablet,1
54,Male,38,Clothing,13,Desktop,1
55,Male,15,Books,14,Tablet,1
19,Female,30,Books,5,Mobile,1
25,Male,49,Electronics,11,Desktop,1
48,Male,42,Books,8,Desktop,1
18,Male,12,Clothing,19,Mobile,0
33,Male,23,Books,10,Mobile,1
34,Male,20,Books,13,Tablet,0
43,Male,6,Electronics,5,Desktop,0
33,Female,36,Electronics,1,Desktop,0
59,Male,5,Clothing,3,Mobile,1
56,Male,23,Books,10,Mobile,1
58,Female,28,Books,14,Tablet,0
26,Male,21,Electronics,14,Desktop,1
18,Male,19,Clothing,6,Tablet,0
19,Female,35,Clothing,13,Desktop,0
32,Female,5,Books,16,Tablet,0
50,Female,38,Books,9,Desktop,1
35,Female,36,Books,10,Desktop,0
46,Female,43,Electronics,18,Desktop,1
29,Male,22,Books,17,Mobile,0
61,Female,22,Clothing,9,Mobile,1
54,Female,39,Electronics,2,Desktop,0
25,Male,5,Electronics,3,Desktop,1
38,Female,40,Clothing,11,Tablet,1
30,Male,38,Books,6,Tablet,1
42,Female,37,Books,17,Tablet,0
43,Male,17,Clothing,1,Tablet,1
28,Male,18,Books,1,Tablet,0
28,Male,43,Electronics,8,Tablet,0
51,Male,29,Books,14,Mobile,1
24,Male,13,Books,9,Mobile,1
42,Female,8,Books,13,Tablet,1
33,Female,38,Clothing,12,Mobile,0
63,Male,13,Clothing,1,Mobile,0
41,Female,27,Clothing,15,Mobile,0
56,Female,19,Clothing,13,Mobile,1
35,Female,42,Clothing,9,Tablet,1
27,Male,49,Books,18,Mobile,0
46,Male,17,Electronics,8,Tablet,0
33,Male,14,Books,13,Mobile,0
60,Female,38,Books,9,Tablet,0
46,Female,6,Books,11,Tablet,1
26,Female,30,Clothing,18,Mobile,1
29,Female,25,Books,10,Desktop,1
44,Female,31,Electronics,1,Tablet,0
63,Female,23,Clothing,10,Tablet,1
38,Female,22,Books,1,Mobile,1
20,Male,21,Clothing,9,Tablet,0
30,Female,12,Clothing,6,Desktop,1
29,Female,15,Clothing,14,Desktop,1
54,Male,30,Electronics,2,Tablet,0
38,Male,47,Electronics,4,Mobile,1
61,Female,36,Clothing,16,Desktop,1
54,Female,20,Electronics,8,Desktop,1
21,Female,47,Books,12,Mobile,1
32,Female,12,Clothing,2,Mobile,1
47,Female,8,Books,16,Desktop,1
38,Male,39,Clothing,7,Tablet,0
59,Female,5,Books,1,Desktop,1
35,Male,8,Books,5,Mobile,1
58,Female,27,Electronics,5,Desktop,1
45,Male,12,Clothing,17,Mobile,1
39,Female,10,Clothing,14,Mobile,0
49,Male,10,Books,2,Tablet,1
54,Female,8,Books,19,Desktop,1
27,Female,7,Electronics,1,Tablet,0
60,Female,39,Electronics,5,Desktop,1
38,Female,45,Electronics,16,Desktop,1
44,Male,19,Clothing,15,Mobile,1
21,Male,43,Books,19,Mobile,0
60,Female,15,Books,13,Tablet,1
52,Female,15,Clothing,16,Desktop,1
27,Female,7,Electronics,10,Desktop,1
60,Female,12,Books,18,Tablet,0
50,Male,26,Books,12,Tablet,1
58,Male,31,Clothing,7,Mobile,0
20,Female,28,Electronics,11,Tablet,0
32,Female,32,Books,2,Mobile,0
33,Female,6,Electronics,9,Desktop,0
34,Female,39,Electronics,2,Desktop,0
25,Female,16,Clothing,14,Desktop,0
22,Male,18,Electronics,14,Desktop,1
44,Female,24,Books,15,Desktop,0
41,Female,46,Electronics,12,Tablet,0
52,Male,34,Books,6,Desktop,1
29,Male,24,Clothing,17,Desktop,0
56,Female,13,Clothing,2,Tablet,1
31,Male,9,Electronics,7,Desktop,1
20,Female,32,Electronics,15,Desktop,0
27,Female,35,Clothing,1,Mobile,0
56,Female,42,Clothing,1,Desktop,0
49,Female,49,Books,11,Mobile,1
57,Male,5,Clothing,12,Desktop,1
23,Female,17,Electronics,10,Desktop,1
48,Male,13,Clothing,7,Mobile,1
35,Male,10,Books,16,Desktop,0
36,Male,19,Electronics,11,Desktop,0
53,Male,23,Electronics,3,Tablet,0
47,Male,10,Electronics,3,Mobile,1
28,Female,33,Clothing,2,Desktop,0
53,Male,32,Clothing,8,Desktop,0
27,Male,44,Electronics,2,Tablet,0
59,Female,36,Clothing,4,Tablet,0
29,Female,45,Clothing,10,Tablet,0
45,Male,10,Electronics,18,Tablet,0
45,Male,44,Books,3,Mobile,1
51,Male,21,Books,12,Tablet,1
44,Male,33,Books,13,Tablet,0
62,Male,16,Clothing,18,Tablet,0
44,Male,23,Clothing,2,Tablet,0
59,Male,31,Clothing,18,Mobile,1
36,Female,40,Books,10,Desktop,0
31,Male,42,Electronics,18,Mobile,1
18,Female,17,Clothing,8,Mobile,0
63,Female,33,Electronics,11,Desktop,0
42,Male,6,Clothing,19,Desktop,1
39,Male,35,Electronics,16,Tablet,0
23,Male,21,Clothing,8,Tablet,1
48,Female,12,Clothing,3,Desktop,0
29,Male,20,Clothing,3,Mobile,1
55,Male,44,Electronics,14,Tablet,0
56,Female,22,Books,1,Desktop,1
44,Male,14,Electronics,6,Desktop,1
52,Male,25,Clothing,18,Mobile,0
32,Female,33,Books,1,Desktop,0
40,Male,47,Books,18,Tablet,0
39,Female,16,Clothing,17,Mobile,0
46,Male,22,Books,10,Tablet,0
50,Male,18,Books,3,Mobile,1
56,Male,47,Clothing,17,Tablet,1
27,Male,7,Books,10,Mobile,1
59,Male,27,Electronics,10,Mobile,0
55,Male,49,Books,13,Desktop,1
39,Male,36,Clothing,1,Desktop,0
25,Male,18,Electronics,13,Mobile,0
26,Male,31,Books,7,Tablet,0
54,Female,5,Electronics,4,Tablet,0
30,Male,27,Clothing,10,Tablet,0
37,Female,46,Electronics,17,Desktop,0
53,Male,9,Clothing,1,Tablet,0
63,Male,41,Electronics,9,Desktop,0
46,Male,35,Electronics,4,Mobile,0
33,Male,49,Electronics,12,Mobile,1
41,Male,17,Electronics,16,Mobile,1
62,Male,36,Books,10,Tablet,1
35,Female,28,Books,11,Tablet,0
19,Female,17,Clothing,6,Desktop,0
31,Male,20,Electronics,6,Mobile,0
54,Female,37,Books,6,Tablet,1
40,Male,26,Electronics,12,Desktop,1
63,Female,16,Clothing,6,Tablet,0
62,Female,24,Books,15,Desktop,0
56,Female,34,Clothing,15,Desktop,0
59,Male,6,Electronics,16,Tablet,1
56,Male,37,Books,8,Tablet,0
45,Female,15,Electronics,12,Desktop,0
60,Male,6,Electronics,12,Desktop,0
64,Male,28,Clothing,6,Tablet,1
18,Male,26,Clothing,9,Desktop,1
28,Female,29,Books,9,Tablet,1
43,Female,41,Electronics,19,Desktop,0
36,Male,33,Books,16,Tablet,0
33,Female,5,Clothing,18,Tablet,1
58,Male,11,Clothing,2,Desktop,1
58,Male,39,Electronics,6,Tablet,0
22,Male,28,Electronics,4,Tablet,0
21,Female,35,Electronics,11,Tablet,0
49,Female,17,Books,2,Mobile,0
18,Female,16,Clothing,13,Tablet,1
53,Male,25,Electronics,8,Desktop,1
48,Female,20,Clothing,3,Mobile,0
26,Female,35,Clothing,7,Tablet,1
25,Male,23,Books,5,Desktop,0
42,Female,32,Electronics,11,Tablet,1
36,Female,15,Electronics,2,Desktop,0
61,Female,26,Clothing,9,Mobile,1
48,Female,31,Clothing,15,Desktop,0
50,Male,9,Clothing,4,Mobile,1
21,Female,36,Clothing,11,Mobile,1
62,Female,19,Books,18,Tablet,1
33,Female,9,Clothing,12,Mobile,0
23,Female,39,Books,5,Tablet,0
54,Male,10,Electronics,18,Desktop,1
35,Male,48,Clothing,7,Tablet,1
39,Female,39,Clothing,14,Tablet,1
24,Female,19,Electronics,4,Tablet,0
61,Male,13,Clothing,19,Mobile,1
46,Male,24,Clothing,16,Mobile,1
52,Male,49,Books,5,Tablet,1
37,Female,25,Electronics,5,Desktop,0
24,Male,37,Clothing,11,Mobile,0
59,Female,24,Electronics,5,Desktop,1
23,Male,38,Books,1,Mobile,0
30,Female,25,Clothing,17,Desktop,1
46,Female,32,Electronics,12,Desktop,0
57,Male,8,Books,14,Desktop,0
35,Female,47,Books,5,Mobile,1
43,Female,19,Books,11,Tablet,0
29,Female,21,Electronics,8,Tablet,0
18,Female,8,Electronics,5,Tablet,0
40,Male,20,Electronics,6,Desktop,0
39,Female,47,Electronics,17,Tablet,1
18,Female,41,Clothing,6,Desktop,1
32,Male,31,Electronics,19,Tablet,0
36,Female,35,Clothing,8,Mobile,0
49,Male,38,Electronics,17,Tablet,1
18,Male,29,Clothing,2,Mobile,0
19,Female,16,Clothing,6,Mobile,1
51,Male,21,Books,11,Tablet,1
62,Male,24,Clothing,19,Mobile,0
47,Female,18,Clothing,14,Desktop,0
55,Male,44,Electronics,16,Mobile,1
19,Female,35,Clothing,6,Mobile,0
32,Female,37,Books,19,Desktop,1
38,Male,11,Clothing,11,Desktop,1
43,Female,15,Clothing,4,Mobile,1
59,Male,47,Books,14,Desktop,1
40,Female,35,Electronics,6,Mobile,0
28,Male,26,Books,4,Mobile,1
28,Female,11,Books,1,Desktop,1
54,Male,16,Books,2,Tablet,1
56,Male,40,Electronics,4,Mobile,0
62,Female,26,Electronics,13,Tablet,0
26,Male,33,Books,6,Mobile,0
41,Female,34,Clothing,17,Mobile,0
43,Female,17,Clothing,6,Tablet,0
37,Female,20,Books,18,Mobile,1
63,Female,13,Books,15,Mobile,0
39,Female,10,Books,19,Tablet,1
39,Male,31,Clothing,10,Tablet,1
33,Male,18,Clothing,3,Mobile,1
64,Male,43,Clothing,14,Tablet,0
57,Male,22,Books,13,Mobile,1
39,Male,40,Electronics,6,Desktop,0
43,Male,37,Books,2,Mobile,1
29,Male,22,Books,8,Desktop,0
31,Male,9,Clothing,8,Tablet,0
40,Male,13,Books,2,Desktop,0
33,Male,9,Books,19,Mobile,1
30,Male,39,Electronics,1,Desktop,0
28,Female,36,Clothing,8,Tablet,1
62,Male,48,Clothing,2,Desktop,1
47,Male,42,Electronics,8,Mobile,1
58,Female,41,Books,18,Desktop,0
18,Female,24,Clothing,5,Desktop,1
31,Female,22,Clothing,14,Tablet,1
54,Male,29,Electronics,5,Desktop,1
22,Female,42,Electronics,11,Desktop,1
42,Male,38,Electronics,13,Mobile,1
52,Female,42,Books,17,Mobile,1
35,Male,17,Electronics,4,Tablet,1
35,Female,33,Books,9,Tablet,1
58,Male,28,Electronics,5,Tablet,1
47,Male,30,Clothing,1,Mobile,1
21,Female,19,Clothing,13,Tablet,0
29,Male,15,Clothing,8,Mobile,0
31,Female,39,Books,19,Mobile,1
33,Male,40,Books,1,Desktop,1
29,Female,13,Books,19,Mobile,1
50,Male,21,Clothing,8,Tablet,0
19,Female,26,Clothing,18,Desktop,0
23,Female,33,Books,18,Mobile,0
28,Male,31,Electronics,9,Desktop,1
56,Female,47,Electronics,19,Tablet,0
34,Female,41,Electronics,16,Mobile,0
59,Male,33,Clothing,2,Desktop,0
53,Male,47,Books,14,Mobile,0
27,Male,34,Clothing,3,Mobile,1
50,Female,8,Clothing,12,Mobile,1
31,Male,13,Books,1,Mobile,0
45,Female,42,Clothing,16,Mobile,1
43,Female,32,Books,2,Desktop,0
37,Male,36,Clothing,13,Desktop,0
59,Female,6,Electronics,10,Desktop,0
27,Male,9,Books,10,Mobile,1
57,Male,16,Clothing,16,Desktop,1
50,Male,27,Clothing,15,Desktop,1
50,Male,47,Electronics,19,Mobile,0
30,Female,42,Electronics,8,Desktop,0
46,Female,35,Electronics,14,Tablet,1
41,Female,17,Clothing,12,Tablet,1
64,Male,37,Clothing,1,Mobile,0
21,Female,22,Electronics,10,Desktop,0
55,Female,14,Electronics,15,Tablet,0
28,Male,20,Clothing,7,Mobile,1
51,Male,22,Books,4,Mobile,0
38,Male,15,Electronics,14,Mobile,0
37,Male,37,Books,10,Desktop,1
34,Female,35,Books,15,Tablet,1
20,Female,34,Books,5,Desktop,1
29,Male,48,Clothing,2,Mobile,0
49,Female,34,Clothing,18,Desktop,1
62,Female,42,Clothing,4,Mobile,1
50,Female,12,Electronics,14,Desktop,1
28,Female,26,Books,15,Tablet,0
52,Female,6,Books,2,Mobile,0
45,Male,14,Clothing,11,Desktop,1
64,Female,11,Books,9,Tablet,0
34,Female,48,Books,15,Tablet,1
38,Female,12,Books,18,Mobile,0
60,Male,37,Books,5,Tablet,1
19,Male,27,Electronics,3,Tablet,1
64,Female,18,Electronics,8,Tablet,0
58,Female,29,Books,13,Desktop,0
54,Male,21,Clothing,3,Mobile,0
26,Female,30,Clothing,3,Tablet,1
50,Male,33,Electronics,17,Tablet,0
64,Male,44,Electronics,13,Tablet,1
48,Male,24,Books,12,Mobile,0
27,Male,43,Electronics,13,Desktop,0
40,Female,32,Electronics,2,Tablet,0
19,Female,19,Books,7,Tablet,1
35,Male,5,Electronics,1,Tablet,0
43,Male,28,Books,5,Tablet,1
31,Female,9,Clothing,19,Tablet,1
45,Female,44,Books,14,Desktop,0
48,Female,17,Clothing,8,Desktop,0
59,Female,21,Books,11,Mobile,1
25,Male,34,Clothing,11,Tablet,0
26,Female,27,Clothing,12,Tablet,1
36,Male,20,Electronics,15,Mobile,1
63,Female,48,Electronics,11,Mobile,1
58,Male,43,Electronics,10,Tablet,1
58,Female,10,Clothing,5,Mobile,1
49,Female,12,Electronics,2,Mobile,1
51,Male,49,Electronics,8,Desktop,0
18,Female,10,Electronics,5,Tablet,0
64,Male,12,Electronics,9,Tablet,1
52,Male,18,Clothing,3,Desktop,1
62,Female,32,Electronics,18,Desktop,1
60,Male,44,Electronics,3,Mobile,0
33,Male,36,Electronics,8,Mobile,1
48,Female,34,Books,11,Mobile,0
56,Female,43,Electronics,13,Desktop,0
19,Female,35,Clothing,6,Mobile,1
36,Male,5,Clothing,3,Desktop,1
20,Male,35,Clothing,4,Mobile,0
57,Male,7,Books,4,Desktop,0
26,Female,13,Books,4,Desktop,1
63,Male,19,Electronics,16,Tablet,0
47,Male,42,Books,19,Tablet,0
49,Male,16,Clothing,12,Mobile,1
48,Female,47,Clothing,3,Tablet,0
45,Male,37,Electronics,16,Tablet,1
28,Female,39,Clothing,4,Tablet,0
43,Male,22,Clothing,16,Desktop,0
36,Female,25,Books,3,Desktop,0
30,Female,5,Electronics,4,Desktop,0
63,Male,33,Books,19,Tablet,1
42,Female,11,Clothing,17,Desktop,0
54,Male,44,Books,12,Desktop,0
40,Female,13,Books,2,Tablet,1
27,Female,37,Clothing,7,Mobile,1
29,Female,30,Clothing,17,Tablet,0
27,Female,11,Electronics,13,Mobile,0
62,Male,8,Electronics,6,Desktop,0
62,Male,11,Electronics,7,Tablet,1
59,Male,7,Electronics,12,Tablet,0
22,Male,9,Electronics,12,Desktop,1
21,Female,7,Clothing,3,Mobile,1
20,Male,6,Electronics,19,Desktop,0
41,Female,9,Electronics,4,Desktop,0
21,Male,27,Electronics,5,Tablet,0
42,Male,35,Books,8,Desktop,1
30,Male,18,Electronics,16,Tablet,1
27,Male,33,Books,14,Mobile,1
26,Female,36,Books,13,Mobile,1
22,Male,43,Books,11,Tablet,0
42,Male,10,Books,13,Desktop,1
21,Female,33,Clothing,1,Tablet,1
54,Female,22,Electronics,4,Desktop,1
49,Male,17,Clothing,14,Desktop,1
54,Male,13,Clothing,18,Mobile,1
24,Female,42,Books,14,Desktop,1
42,Female,48,Books,14,Tablet,0
57,Male,32,Clothing,4,Tablet,0
41,Female,30,Electronics,17,Desktop,0
40,Female,13,Clothing,5,Desktop,1
42,Female,19,Electronics,7,Tablet,1
48,Female,10,Books,6,Tablet,0
63,Female,47,Clothing,15,Desktop,0
44,Female,24,Clothing,7,Tablet,1
28,Female,17,Books,13,Desktop,0
22,Male,38,Clothing,11,Desktop,1
29,Female,18,Books,12,Desktop,0
59,Female,34,Electronics,18,Mobile,1
46,Male,44,Electronics,15,Desktop,0
39,Female,30,Books,2,Tablet,0
38,Male,12,Clothing,14,Desktop,1
58,Male,12,Electronics,5,Mobile,0
40,Female,12,Electronics,14,Desktop,1
35,Male,17,Electronics,3,Tablet,1
59,Female,34,Clothing,4,Tablet,1
42,Female,23,Books,2,Desktop,0
23,Female,14,Clothing,17,Tablet,1
30,Male,32,Books,6,Tablet,0
54,Female,7,Electronics,7,Desktop,0
33,Male,40,Clothing,7,Mobile,1
51,Male,26,Books,5,Tablet,1
22,Male,25,Books,2,Desktop,0
19,Male,35,Electronics,17,Desktop,1
21,Male,14,Electronics,12,Mobile,0
27,Male,47,Clothing,5,Desktop,1
24,Male,45,Electronics,14,Desktop,1
48,Male,15,Clothing,15,Desktop,0
32,Male,32,Electronics,2,Desktop,1
34,Female,11,Clothing,4,Mobile,0
22,Female,32,Electronics,17,Desktop,0
40,Male,17,Clothing,17,Desktop,0
64,Male,33,Electronics,18,Mobile,1
54,Female,25,Clothing,9,Tablet,0
53,Male,41,Books,11,Mobile,1
61,Female,7,Books,13,Tablet,0
47,Male,42,Clothing,11,Tablet,1
41,Female,33,Electronics,1,Mobile,0
53,Male,39,Books,6,Desktop,1
48,Male,5,Clothing,2,Mobile,1
18,Male,26,Books,3,Tablet,0
37,Female,20,Books,12,Tablet,0
44,Male,23,Books,7,Mobile,1
47,Male,42,Books,4,Mobile,0
43,Male,33,Books,10,Mobile,0
64,Female,40,Books,1,Mobile,0
41,Male,38,Books,19,Mobile,1
30,Male,40,Clothing,8,Tablet,0
54,Female,34,Clothing,1,Desktop,0
41,Female,23,Books,13,Mobile,0
31,Female,9,Electronics,13,Tablet,0
55,Male,41,Electronics,1,Mobile,1
46,Female,5,Clothing,19,Desktop,1
18,Female,49,Clothing,9,Mobile,1
26,Male,5,Electronics,13,Mobile,0
53,Male,41,Clothing,8,Tablet,1
56,Female,22,Books,12,Mobile,1
54,Male,8,Books,15,Tablet,1
21,Female,37,Electronics,3,Desktop,0
47,Male,44,Books,7,Desktop,0
39,Male,21,Books,11,Desktop,0
26,Female,18,Electronics,15,Desktop,1
42,Male,17,Clothing,3,Desktop,1
46,Female,49,Books,12,Desktop,1
34,Male,45,Books,9,Tablet,1
51,Male,49,Electronics,2,Tablet,0
26,Female,23,Clothing,15,Tablet,1
26,Male,10,Clothing,18,Desktop,1
33,Male,6,Books,9,Desktop,1
58,Male,19,Clothing,12,Mobile,1
33,Female,21,Clothing,19,Desktop,1
55,Female,49,Electronics,14,Tablet,1
60,Male,12,Books,10,Tablet,0
36,Male,20,Clothing,19,Tablet,0
40,Female,36,Clothing,18,Desktop,1
44,Male,36,Electronics,9,Desktop,0
46,Female,28,Books,13,Mobile,1
36,Male,34,Clothing,6,Desktop,1
47,Female,46,Books,2,Tablet,0
55,Female,29,Clothing,10,Mobile,0
60,Female,36,Electronics,18,Desktop,1
62,Male,7,Electronics,6,Mobile,0
33,Male,42,Books,16,Mobile,0
28,Male,26,Books,2,Mobile,0
53,Male,44,Books,14,Tablet,1
28,Male,44,Clothing,6,Tablet,0
42,Female,7,Electronics,10,Mobile,1
61,Female,7,Electronics,3,Tablet,0
56,Male,25,Clothing,3,Desktop,1
50,Male,44,Electronics,1,Tablet,1
19,Female,22,Books,4,Mobile,1
45,Female,36,Books,9,Desktop,1
37,Female,29,Electronics,9,Tablet,1
44,Female,16,Books,19,Desktop,1
31,Female,5,Clothing,19,Tablet,0
63,Female,31,Books,10,Desktop,0
30,Male,42,Books,6,Desktop,0
38,Female,21,Books,8,Desktop,0
63,Male,47,Books,4,Mobile,1
20,Female,10,Electronics,4,Tablet,0
54,Male,32,Clothing,9,Tablet,1
38,Male,23,Electronics,2,Mobile,1
55,Female,31,Books,13,Mobile,1
24,Male,9,Clothing,9,Desktop,0
18,Male,31,Books,10,Desktop,1
20,Female,29,Books,12,Mobile,1
38,Male,32,Books,19,Mobile,1
23,Female,5,Clothing,19,Mobile,1
57,Female,17,Books,8,Tablet,1
63,Male,5,Books,18,Desktop,1
41,Male,33,Electronics,5,Desktop,1
59,Male,5,Clothing,11,Tablet,1
28,Female,24,Clothing,15,Tablet,1
33,Female,42,Clothing,2,Mobile,0
59,Female,10,Clothing,17,Desktop,0
60,Female,41,Books,3,Mobile,1
34,Female,16,Clothing,4,Desktop,1
46,Male,48,Books,14,Tablet,0
28,Male,13,Electronics,5,Desktop,1
50,Female,32,Clothing,19,Mobile,0
20,Male,45,Electronics,12,Mobile,1
59,Female,11,Clothing,11,Tablet,1
19,Female,17,Books,6,Tablet,0
49,Female,9,Electronics,5,Desktop,1
52,Male,16,Books,2,Desktop,1
32,Male,27,Books,3,Tablet,1
59,Male,7,Electronics,4,Mobile,0
61,Male,31,Electronics,8,Desktop,1
41,Male,7,Clothing,9,Tablet,1
18,Female,17,Clothing,2,Desktop,0
28,Female,18,Electronics,2,Tablet,1
29,Female,5,Clothing,2,Mobile,0
25,Male,13,Books,8,Mobile,0
40,Female,27,Clothing,3,Desktop,1
54,Male,32,Clothing,10,Tablet,0
28,Female,47,Electronics,5,Mobile,0
21,Female,29,Clothing,18,Tablet,0
38,Female,37,Electronics,4,Desktop,1
58,Female,5,Books,4,Desktop,1
55,Male,25,Electronics,9,Tablet,1
61,Male,20,Clothing,16,Desktop,1
58,Female,48,Electronics,17,Tablet,0
28,Female,30,Electronics,12,Tablet,1
38,Female,49,Clothing,19,Tablet,0
48,Male,6,Books,14,Tablet,0
56,Female,47,Electronics,19,Desktop,1
41,Male,35,Books,8,Mobile,0
24,Male,13,Clothing,19,Desktop,1
47,Male,13,Books,15,Mobile,1
28,Male,19,Clothing,17,Mobile,1
18,Female,36,Electronics,19,Desktop,0
45,Female,40,Books,5,Mobile,1
18,Male,28,Electronics,13,Desktop,0
49,Female,47,Clothing,11,Desktop,0
54,Female,43,Electronics,3,Desktop,0
37,Male,46,Electronics,4,Desktop,1
45,Male,35,Electronics,11,Desktop,1
25,Female,25,Clothing,14,Desktop,0
27,Male,9,Books,13,Desktop,0
41,Female,11,Books,14,Desktop,0
26,Male,48,Books,5,Mobile,0
55,Male,28,Books,15,Desktop,0
37,Female,28,Books,2,Mobile,1
61,Female,47,Electronics,17,Tablet,0
53,Male,37,Clothing,14,Mobile,0
44,Female,42,Electronics,14,Tablet,1
28,Female,41,Clothing,6,Tablet,0
52,Male,35,Electronics,14,Desktop,0
57,Female,27,Books,10,Mobile,0
51,Male,13,Clothing,4,Tablet,1
61,Male,14,Electronics,9,Mobile,1
40,Female,42,Books,4,Tablet,1
25,Male,38,Books,8,Tablet,1
55,Male,6,Clothing,9,Tablet,1
53,Male,39,Clothing,8,Mobile,1
18,Male,5,Books,5,Desktop,0
55,Male,24,Books,16,Desktop,1
52,Male,14,Books,18,Tablet,1
40,Female,34,Clothing,3,Tablet,0
27,Male,28,Books,2,Desktop,0
59,Male,20,Electronics,5,Tablet,0
48,Female,29,Electronics,14,Tablet,1
22,Female,11,Electronics,7,Desktop,0
18,Male,40,Electronics,13,Mobile,0
34,Female,26,Books,16,Desktop,1
33,Female,48,Clothing,18,Desktop,0
33,Male,16,Electronics,1,Desktop,1
35,Male,21,Books,3,Desktop,1
40,Female,21,Electronics,4,Desktop,0
27,Female,17,Electronics,6,Tablet,1
32,Male,39,Clothing,18,Desktop,0
38,Male,18,Clothing,18,Mobile,1
61,Female,26,Electronics,14,Desktop,1
55,Female,32,Clothing,9,Mobile,0
30,Male,34,Clothing,17,Tablet,1
40,Male,13,Electronics,5,Tablet,1
50,Male,19,Electronics,11,Mobile,1
41,Female,25,Books,17,Mobile,1
60,Male,13,Books,3,Desktop,0
27,Female,34,Electronics,18,Tablet,1
55,Male,46,Electronics,17,Tablet,1
20,Male,8,Electronics,3,Desktop,1
62,Male,46,Books,16,Desktop,0
46,Female,20,Books,18,Tablet,1
19,Female,24,Clothing,15,Mobile,1
19,Female,8,Clothing,7,Tablet,1
46,Male,32,Clothing,2,Desktop,1
55,Male,15,Books,6,Tablet,0
34,Female,24,Electronics,8,Tablet,1
36,Male,29,Books,4,Desktop,1
